"CODI","DENOMINACIÓ GENÈRICA","NOM","CORREU ELECTRÒNIC 1","CORREU ELECTRÒNIC 2","PÀGINA WEB","TITULAR","NIF","LOCALITAT","MUNICIPI","ADREÇA","CP","ILLA","TELEF1"
"07002531","CEIP","FRANCESC D ALBRANCA","ceipfrancescdalbranca@educaib.eu","","https://sites.google.com/site/cpfrancescdalbranca","CONSELLERIA D'EDUCACIÓ","Q0768196H","ES MIGJORN GRAN","ES MIGJORN GRAN","CAMÍ DE LA MALA GARBA, S/N","07749","MENORCA","971370343"
"07000960","CEIP","GABRIEL COMAS I RIBAS","ceipgabrielcomasiribas@educaib.eu","","http://www.cpgabrielcomasiribas.org","CONSELLERIA D'EDUCACIÓ","S0718126F","ESPORLES","ESPORLES","C/ CA L'AMET, 1","07190","MALLORCA","971610096"
"07002397","CEIP","GABRIEL JANER MANILA","ceipgabrieljanermanila@educaib.eu","","http://www.mallorcaweb.net/cpgjanermanila","CONSELLERIA D'EDUCACIÓ","S0718088H","ES PLA DE NA TESA","MARRATXÍ","C/ WEYLER, 1","07141","MALLORCA","971795146"
"07000984","CEIP","GABRIEL PALMER","ceipgabrielpalmer@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718168H","ESTELLENCS","ESTELLENCS","C/ CARRETERA DE PALMA, 1","07192","MALLORCA","971618641"
"07000534","CEIP","GALATZO","ceipgalatzo@educaib.eu","","http://sites.google.com/site/cpgalatzo","CONSELLERIA D'EDUCACIÓ","S0718148J","ES CAPDELLÀ","CALVIÀ","C/ ESGLÉSIA, 44","07196","MALLORCA","971233167"
"07007243","CEIP","GASPAR SABATER","ceipgasparsabater@educaib.eu","","http://www.cpgasparsabater.org","CONSELLERIA D'EDUCACIÓ","S0718057C","PALMANYOLA","BUNYOLA","C/ GARDÈNIES, 8","07193","MALLORCA","971149630"
"07002750","CEIP","GÈNOVA","ceipgenova@educaib.eu","","http://www.cpgenova.org","CONSELLERIA D'EDUCACIÓ","S0718062C","GÈNOVA","PALMA","C/ BARRANC, 2","07015","MALLORCA","971400001"
"07002567","CEIP","GUILLEM BALLESTER I CERDO","ceipguillemballester@educaib.eu","","http://www.cpguillemballester.org","CONSELLERIA D'EDUCACIÓ","Q0768032E","MURO","MURO","C/ MOLÍ DE CAN MORAGUES, S/N","07440","MALLORCA","621184835"
"07007061","CEIP","GUILLEM DE MONTGRI","ceipguillemdemontgri@educaib.eu","","http://ceipguillemdemontgri.blogspot.com","CONSELLERIA D'EDUCACIÓ","S0718091B","SANT ANTONI DE PORTMANY","SANT ANTONI DE PORTMANY","CTRA. SANTA AGNÈS, S/N","07820","EIVISSA","971344818"
"07004345","CEIP","GUILLEM FRONTERA PASCUAL","ceipguillemfronterapascual@educaib.eu","","http://www.mallorcaweb.net/cpariany","CONSELLERIA D'EDUCACIÓ","S0768121F","ARIANY","ARIANY","C/ MAJOR, S/N","07529","MALLORCA","971561320"
"07000091","CEIP","INSPECTOR DOCTOR COMAS CAMPS","ceipinspectorcomascamps@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718077A","ALAIOR","ALAIOR","AV. VERGE DEL TORO, 84","07730","MENORCA","971371887"
"07001010","CEIP","INSPECTOR JOAN CAPO","ceipinspectorjoancapo@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0768082J","FELANITX","FELANITX","C/ BELLPUIG, 22","07200","MALLORCA","971580206"
"07003250","CEIP","JAFUDA CRESQUES","ceipjafudacresques@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718160E","PALMA","PALMA","C/ FAUST MORELL, 27","07005","MALLORCA","971274164"
"07005684","CEIP","JAUME FORNARIS I TALTAVULL","ceipjaumefornaris@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0768130G","SON SERVERA","SON SERVERA","C/ CREUS, S/N","07550","MALLORCA","971567186"
"07006809","CEIP","JAUME I","ceipjaumei@educaib.eu","","http://sites.google.com/site/cpjaumei","CONSELLERIA D'EDUCACIÓ","S0718024C","PALMANOVA","CALVIÀ","C/ LLEÓ, 8","07181","MALLORCA","971681932"
"07007711","CEIP","JAUME VIDAL I ALCOVER","ceipjaumevidal@educaib.eu","","http://www.jaumevidal.org","CONSELLERIA D'EDUCACIÓ","S0768199B","MANACOR","MANACOR","C/ ES SERRALT, S/N","07500","MALLORCA","971844082"
"07000790","CEIP","JOAN BENEJAM","ceipjoanbenejam@educaib.eu","","http://www.cpjoanbenejam.com","CONSELLERIA D'EDUCACIÓ","S0718023E","CIUTADELLA","CIUTADELLA","PLAÇA DES BORN, S/N","07760","MENORCA","971380632"
"07002889","CEIP","JOAN CAPÓ","ceipjoancapo@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718007H","PALMA","PALMA","C/ SANTA FLORENTINA, 63","07008","MALLORCA","971277805"
"07004424","CEIP","JOAN MAS","ceipjoanmas@educaib.eu","","http://www.cpjoanmas.com","CONSELLERIA D'EDUCACIÓ","S0718054J","POLLENÇA","POLLENÇA","CTRA. DEL PORT, S/N","07460","MALLORCA","971534630"
"07002543","CEIP","JOAN MAS I VERD","ceipjoanmasiverd@educaib.eu","","http://c07002543.eduwebs.caib.es","CONSELLERIA D'EDUCACIÓ","S0768031G","MONTUÏRI","MONTUÏRI","C/ EMILI POU, S/N","07230","MALLORCA","971161560"
"07000583","CEIP","JOAN VENY I CLAR","ceipjoanvenyiclar@educaib.eu","","http://www.ceipjoanvenyiclar.com","CONSELLERIA D'EDUCACIÓ","S0768014C","CAMPOS","CAMPOS","C/ ESTRELLES, 34 A i B","07630","MALLORCA","971652194"
"07004382","CEIP","JUNÍPER SERRA","ceipjuniperserra@educaib.eu","","http://www.cpjuniperserra.com","CONSELLERIA D'EDUCACIÓ","S0768055F","PETRA","PETRA","C/ ESCULTOR GALMÉS, S/N","07520","MALLORCA","971561269"
"07004771","CEIP","L URGELL","ceiplurgell@educaib.eu","","http://cplurgell.blogspot.com.es","CONSELLERIA D'EDUCACIÓ","S0718110J","SANT JOSEP DE SA TALAIA","SANT JOSEP DE SA TALAIA","AV. DEL DIPUTAT JOSEP RIBAS, S/N","07830","EIVISSA","971801651"
"07002804","CEIP","LA SOLEDAT","ceiplasoledat@educaib.eu","","http://www.ceiplasoledat.es","CONSELLERIA D'EDUCACIÓ","S0718004E","PALMA","PALMA","C/ REGAL, 16","07007","MALLORCA","971274929"
"07004904","CEIP","LABRITJA","ceiplabritja@educaib.eu","","http://labritja.blogspot.com.es","CONSELLERIA D'EDUCACIÓ","S0718114B","SANT JOAN DE LABRITJA","SANT JOAN DE LABRITJA","CTRA. D'EIVISSA, S/N","07810","EIVISSA","971333071"
"07001514","CEIP","LLEVANT","ceipllevant@educaib.eu","","http://www.ceipllevant.es","CONSELLERIA D'EDUCACIÓ","Q0768238H","INCA","INCA","AV. DEL REI JAUME I, S/N","07300","MALLORCA","971500914"
"07000561","CEIP","LLORENÇ RIBER","ceipllorencriber@educaib.eu","ceipcampanet@gmail.com","http://www.riber.cat","CONSELLERIA D'EDUCACIÓ","S0718012H","CAMPANET","CAMPANET","C/ CAMÍ DE SON PERELLÓ, S/N","07310","MALLORCA","971516309"
"07001836","CEIP","MARE DE DEU DE GRACIA","ceipmarededeudegracia@educaib.eu","","http://cpgracia.blogspot.com","CONSELLERIA D'EDUCACIÓ","S0718045H","MAÓ","MAÓ","AV. VIVES LLULL, 17","07703","MENORCA","971360141"
"07006342","CEIP","MARE DE DEU DE LA CONSOLACIÓ","ceipmarededeudelaconsolacio@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0768065E","S'ALQUERIA BLANCA","SANTANYÍ","C/ CONVENT, 13","07691","MALLORCA","971654143"
"07001800","CEIP","MARE DE DEU DEL CARME","ceipmarededeudelcarme@educaib.eu","","http://ceipmarededeudelcarme.org","CONSELLERIA D'EDUCACIÓ","Q0768244F","MAÓ","MAÓ","C/ MÀRIUS VERDAGUER, 7","07702","MENORCA","971361832"
"07000777","CEIP","MARE DE DEU DEL TORO_CIUTADELLA","ceipmarededeudeltoro.ciutadella@educaib.eu","ceipmontetoro@ceipmontetoro.info","http://www.ceipmontetoro.info","CONSELLERIA D'EDUCACIÓ","S0718143A","CIUTADELLA","CIUTADELLA","CARRER DE LA PAU, S/N (primària)_ CARRER MIGJORN GRAN, S/N(infantil)","07760","MENORCA","971381172"
"07002518","CEIP","MARE DE DEU DEL TORO_ES MERCADAL","ceipmarededeudeltoro.esmercadal@educaib.eu","","http://www.c07002518.eduwebs.caib.es","CONSELLERIA D'EDUCACIÓ","S0718040I","ES MERCADAL","ES MERCADAL","AV. DEL MESTRE GARÍ, 1","07740","MENORCA","971375338"
"07012974","CEIP","MARGALIDA FLORIT","ceipmargalidaflorit@educaib.eu","","http://www.menorcaweb.net/margalidaflorit","CONSELLERIA D'EDUCACIÓ","S0700042E","CIUTADELLA","CIUTADELLA","C/ GUSTAU MAS, 91","07760","MENORCA","971382323"
"07004229","CEIP","MARIA ANTONIA SALVÀ","ceipmariaantoniasalva@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718047D","SON SARDINA","PALMA","C/ PASSATEMPS, 125","07120","MALLORCA","971439119"
"07002348","CEIP","MARIA DE LA SALUT","ceipmariadelasalut@educaib.eu","","http://www.ceipmariadelasalut.cat","CONSELLERIA D'EDUCACIÓ","S0718149H","MARIA DE LA SALUT","MARIA DE LA SALUT","C/ PUJOLET, S/N","07519","MALLORCA","971525083"
"07015021","CEIP","MARIA LLUISA SERRA","ceipmarialluisaserra@educaib.eu","ceipmarialluisaserra@gmail.com","https://ceipmarialluisaserra.blogspot.com","CONSELLERIA D'EDUCACIÓ","Q0700649G","MAÓ","MAÓ","CAMÍ DE C'AN  GUIXO, NÚM. 15","07702","MENORCA","971362658"
"07003821","CEIP","MARIAN AGUILÓ","ceipmarianaguilo@educaib.eu","","http://www.cpmarianaguilo.com","CONSELLERIA D'EDUCACIÓ","S0718074H","PALMA","PALMA","C/ SALVADOR DALÍ, 15","07011","MALLORCA","971286621"
"07006378","CEIP","MATEU FONTIRROIG","ceipmateufontirroig@educaib.eu","ceipmateufontirroig@ceipmateufontirroig.es","https://sites.google.com/site/cpmateufontirroig/","CONSELLERIA D'EDUCACIÓ","S0718027F","MAÓ","MAÓ","AV. VIVES LLULL, 1","07703","MENORCA","971365011"
"07005295","CEIP","MELCIOR ROSSELLO I SIMONET","ceipmelciorrossello@educaib.eu","","http://www.ceipmelciorrossello.com","CONSELLERIA D'EDUCACIÓ","S0718145F","SANTA MARIA DEL CAMÍ","SANTA MARIA DEL CAMÍ","CTRA. COMARCAL MA 3010 de STA.MARIA a PÒRTOL","07320","MALLORCA","971621547"
"07000467","CEIP","MESTRE COLOM","ceipmestrecolom@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718076C","BUNYOLA","BUNYOLA","C/ NUNYO SANÇ, 9","07110","MALLORCA","971613814"
"07013632","CEIP","MESTRE DURAN","ceipmestreduran@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","Q0700587I","ALAIOR","ALAIOR","C/ MARGALIDA COMAS CAMPS, S/N","07730","MENORCA","971371055"
"07005003","CEIP","MESTRE GUILLEM GALMES","ceipmestreguillemgalmes@educaib.eu","","http://www.ceipmestreguillemgalmes.wordpress.com","CONSELLERIA D'EDUCACIÓ","S0768168G","SANT LLORENÇ DES CARDASSAR","SANT LLORENÇ DES CARDASSAR","C/SES  ESCOLES, 57","07530","MALLORCA","971569483"
"07005076","CEIP","MESTRE GUILLEMET","ceipmestreguillemet@educaib.eu","","http://www.cpmestreguillemet.cat/","CONSELLERIA D'EDUCACIÓ","S0718083I","SANTA EUGÈNIA","SANTA EUGÈNIA","C/ SES ESCOLES, NÚM.10","07142","MALLORCA","971144244"
"07007644","CEIP","MESTRE LLUÍS ANDREU","ceipmestrelluisandreu@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718147B","SANT FRANCESC","FORMENTERA","AV. DE PORTO-SALÈ, S/N","07860","FORMENTERA","971322497"
"07002300","CEIP","MESTRE PERE GARAU","ceipmestreperegarau@educaib.eu","","http://www.cpmestreperegarau.net","CONSELLERIA D'EDUCACIÓ","S0768192G","SON MACIÀ","MANACOR","C/ DE L'ESCOLA, S/N","07509","MALLORCA","971551762"
"07006184","CEIP","MIGJORN_FELANITX","ceipmigjorn@educaib.eu","","http://www.ceipmigjorn.org//","CONSELLERIA D'EDUCACIÓ","S0768178F","CAS CONCOS","FELANITX","CTRA. DE SANTANYÍ,  123","07208","MALLORCA","971842252"
"07004461","CEIP","MIQUEL CAPLLONCH","ceipmiquelcapllonch@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718171B","PORT DE POLLENÇA","POLLENÇA","C/ VICENÇ BUADES, S/N","07470","MALLORCA","971866591"
"07002919","CEIP","MIQUEL COSTA I LLOBERA _PALMA","ceipmiquelcostaillobera.palma@educaib.eu","","http://www.cpmiquelcostaillobera.net","CONSELLERIA D'EDUCACIÓ","S0718020A","PALMA","PALMA","C/ GENERAL RIERA, 61","07010","MALLORCA","971755169"
"07006317","CEIP","MIQUEL COSTA I LLOBERA _POLLENÇA","ceipmiquelcostaillobera.pollenca@educaib.eu","","http://www.cpcostaillobera.net","CONSELLERIA D'EDUCACIÓ","S0718152B","POLLENÇA","POLLENÇA","C/ DE SOR CIFRE DE COLONYA, S/N","07460","MALLORCA","971531020"
"07002464","CEIP","MIQUEL COSTA I LLOBERA _PÒRTOL","ceipmiquelcostaillobera.portol@educaib.eu","","http://www.cpcostaillobera.com","CONSELLERIA D'EDUCACIÓ","S0718169F","PÒRTOL","MARRATXÍ","CTRA. DE PÒRTOL, S/N","07141","MALLORCA","971603556"
"07013644","CEIP","MIQUEL DURAN I SAURINA","ceipmiquelduranisaurina@educaib.eu","ceipmiquelduranisaurina@gmail.com","","CONSELLERIA D'EDUCACIÓ","S0700078I","INCA","INCA","C/ SEVERA DE MADARIAGA 145","07300","MALLORCA","971505258"
"07002865","CEIP","MIQUEL PORCEL","ceipmiquelporcel@educaib.eu","","www.ceipmiquelporcel.blogspot.com","CONSELLERIA D'EDUCACIÓ","Q0768046E","PALMA","PALMA","CAMÍ DE SON CLADERA, 1","07009","MALLORCA","971471520"
"07007097","CEIP","MITJÀ DE MAR","ceipmitjademar@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0768191I","PORTO CRISTO","MANACOR","C/ ESTRIBORD, 36","07680","MALLORCA","971821975"
"07013863","CEIP","MOLÍ D'EN XEMA","ceipmolidenxema@educaib.eu","","http://molidenxema.blogspot.com.es","CONSELLERIA D'EDUCACIÓ","S0700086B","MANACOR","MANACOR","C/ SON BOGA S/N","07500","MALLORCA","971843865"
"07002324","CEIP","MONTAURA","ceipmontaura@educaib.eu","","http://ceipmontaura.blogspot.com.es","CONSELLERIA D'EDUCACIÓ","S0718019C","MANCOR DE LA VALL","MANCOR DE LA VALL","C/ SALVADOR BELTRAN, S/N","07312","MALLORCA","971505991"
"07006688","CEIP","NA CARAGOL","ceipnacaragol@educaib.eu","","http://www.cpnagaragol.es","CONSELLERIA D'EDUCACIÓ","Q0768139H","ARTÀ","ARTÀ","C/ PERE AMORÓS ESTEVA, 2","07570","MALLORCA","971835841"
"07007334","CEIP","NA PENYAL","ceipnapenyal@educaib.eu","","http://www.cpnapenyal.net","CONSELLERIA D'EDUCACIÓ","S0768195J","CALA MILLOR","SON SERVERA","C/ DE SES AFORES, S/N","07560","MALLORCA","971587595"
"07000911","CEIP","NADAL CAMPANER ARROM","ceipnadalcampanerarrom@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718021I","COSTITX","COSTITX","C/ RAFEL HORRACH, S/N","07144","MALLORCA","971876036"
"07006330","CEIP","NICOLAU CALAFAT","ceipnicolaucalafat@educaib.eu","","http://www.cpnicolaucalafat.es","CONSELLERIA D'EDUCACIÓ","S0718032F","VALLDEMOSSA","VALLDEMOSSA","C/ VENERABLE SOR AINA, 20","07170","MALLORCA","971612364"
"07007361","CEIP","NORAI","ceipnorai@educaib.eu","","http://cpnorai.edu.es","CONSELLERIA D'EDUCACIÓ","S0718155E","PORT D'ALCÚDIA","ALCÚDIA","C/ BALEARS, 12","07400","MALLORCA","971547651"
"07007073","CEIP","NOSTRA SENYORA DE JESÚS","ceipnsdejesus@educaib.eu","","http://ceipnsdejesus.blogspot.com","CONSELLERIA D'EDUCACIÓ","S0718089F","JESÚS","SANTA EULÀRIA DES RIU","C/ DE SES VINYES, 10","07819","EIVISSA","971315968"
"07014910","CEIP","NOU DE CAMPOS","ceipjoanvenyiclar@educaib.eu","ceipnoudecampos@educaib.eu","","CONSELLERIA D'EDUCACIÓ","NO TÉ CIF","CAMPOS","CAMPOS","C/ CABRERA, S/N","07630","MALLORCA","971652194"
"07015781","CEIP","NOU DE SA POBLA","ceipnoudesapobla@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0700125H","SA POBLA","SA POBLA","C/ Traginers, s/n","07420","MALLORCA",""
"07015641","CEIP","NOU D'INCA","ceipnoudinca@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","NO TÉ CIF","INCA","INCA","AV DEL RAIGUER, S/N","07300","MALLORCA",""
"07013358","CEIP","NOVA CABANA","ceipnovacabana@educaib.eu","","http://www.escolanovacabana.blogspot.com","CONSELLERIA D'EDUCACIÓ","Q0700523D","ES PONT D'INCA","MARRATXÍ","C/ GLADIOL, 14","07141","MALLORCA","971607992"
"07000157","CEIP","PARE BARTOMEU POU","ceipparebartomeupou@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718058A","ALGAIDA","ALGAIDA","C/ RIBERA, 37","07210","MALLORCA","971665348"
"07013735","CEIP","PEDRA VIVA","ceippedraviva@educaib.eu","","http://www.ceipbinissalem.org","CONSELLERIA D'EDUCACIÓ","Q0700593G","BINISSALEM","BINISSALEM","CAMI DE PEDAÇ, POL. VIII, PARCEL·LA 49","07350","MALLORCA","971886657"
"07000868","CEIP","PERE CASASNOVAS","ceipperecasasnovas@educaib.eu","","https://sites.google.com/site/perecasasnovas/home","CONSELLERIA D'EDUCACIÓ","S0718036G","CIUTADELLA","CIUTADELLA","CAMÍ VELL, S/N","07760","MENORCA","971384125"
"07006287","CEIP","PERE CERDÀ","ceipperecerda@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718097I","PORT DE SÓLLER","SÓLLER","C/ CANONGE OLIVER, 12","07108","MALLORCA","971630101"
"07000029","CEIP","PERE ROSSELLO OLIVER","ceippererossellooliver@educaib.eu","","http://www.mallorcaweb.net/cpsb","CONSELLERIA D'EDUCACIÓ","S0718026H","ALARÓ","ALARÓ","C/ PERE ROSSELLÓ I OLIVER, 46","07340","MALLORCA","971518014"
"07007701","CEIP","PINTOR TORRENT","ceippintortorrent@educaib.eu","","http://ceippintortorrent.es/","CONSELLERIA D'EDUCACIÓ","S0718162A","CIUTADELLA","CIUTADELLA","C/ PINTOR TORRENT, S/N","07760","MENORCA","971383800"
"07007279","CEIP","POETA VILLANGOMEZ","ceippoetavillangomez@educaib.eu","","http://www.ceippoetavillangomez.blogspot.com.es","CONSELLERIA D'EDUCACIÓ","S0718194D","EIVISSA","EIVISSA","C/ FELIP CURTOIS I VALLS, S/N . Apartat de correus 1076","07800","EIVISSA","971307535"
"07000108","CEIP","PORTA DES MOLL","ceipportadesmoll@educaib.eu","portadesmollceip@gmail.com","","CONSELLERIA D'EDUCACIÓ","S0718055G","ALCÚDIA","ALCÚDIA","PLAÇA DE CARLES V, 9","07400","MALLORCA","971545367"
"07001289","CEIP","PORTAL NOU","ceipportalnou@educaib.eu","","http://personal.telefonica.terra.es/web/cpportalnou03","CONSELLERIA D'EDUCACIÓ","S0718070F","EIVISSA","EIVISSA","C/ MADRID, S/N","07800","EIVISSA","971191154"
"07005091","CEIP","PUIG D EN VALLS","ceippuigdenvalls@educaib.eu","","http://www.c07005091.eduwebs.caib.es","CONSELLERIA D'EDUCACIÓ","S0718163I","PUIG D'EN VALLS","SANTA EULÀRIA DES RIU","C/ CIUTAT JARDÍ, NÚM.4","07813","EIVISSA","971315427"
"07004621","CEIP","PUIG DE NA FATIMA","ceippuigdenafatima@educaib.eu","","http://www.cppuigdenafatima.com","CONSELLERIA D'EDUCACIÓ","S0718125H","PUIGPUNYENT","PUIGPUNYENT","C/DE LA VELA , 65","07194","MALLORCA","971614215"
"07007048","CEIP","PUIG DE SA GINESTA","ceippuigdesaginesta@educaib.eu","","http://www.cppuigdesaginesta.com","CONSELLERIA D'EDUCACIÓ","S0718104C","SANTA PONÇA","CALVIÀ","AV. DE SON PILLO, 3","07180","MALLORCA","971699093"
"07008466","CEIP","PUIG DE SA MORISCA","ceippuigdesamorisca@educaib.eu","","http://www.cppuigmorisca.com","CONSELLERIA D'EDUCACIÓ","S0718208B","SANTA PONÇA","CALVIÀ","AV. DEL PUIG DE SA MORISCA S/N","07180","MALLORCA","971699247"
"07015653","CEIP","PUIG DE SANT MARTÍ","ceippuigdesantmarti@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0700133B","PORT D'ALCÚDIA","ALCÚDIA","AV. DE SUÈCIA I AV. DE NORUEGA, S/N","07400","MALLORCA","971897375"
"07007310","CEIP","PUNTA DE N AMER","ceippuntadenamer@educaib.eu","","http://c07007310.eduwebs.caib.es","CONSELLERIA D'EDUCACIÓ","S0768125G","SA COMA","SANT LLORENÇ DES CARDASSAR","C/ ROSELLES, 17","07560","MALLORCA","971811444"
"07005982","CEIP","RAFAL NOU","ceiprafalnou@educaib.eu","","http://www.mallorcaweb.net/cprafalnou","CONSELLERIA D'EDUCACIÓ","S0718161C","PALMA","PALMA","C/ SELVA, 11","07008","MALLORCA","971476991"
"07003213","CEIP","RAFAL VELL","ceiprafalvell@educaib.eu","","http://www.mallorcaweb.net/cprafalvell/","CONSELLERIA D'EDUCACIÓ","S0718079G","PALMA","PALMA","C/ INDALECIO PRIETO, 50","07008","MALLORCA","971473247"
"07002841","CEIP","REI JAUME I","ceipreijaumei@educaib.eu","","http://www.ceipreijaumei.com/","CONSELLERIA D'EDUCACIÓ","Q0768048A","PALMA","PALMA","PLAÇA DE SA FEIXINA, 1","07011","MALLORCA","971731339"
"07001745","CEIP","REI JAUME III","ceipreijaumeiii@educaib.eu","","http://www.ceipreijaumeiii.cat/","CONSELLERIA D'EDUCACIÓ","S0718129J","LLUCMAJOR","LLUCMAJOR","C/ BARTOMEU SASTRE GARAU, S/N","07620","MALLORCA","971660555"
"07005921","CEIP","REINA SOFIA","ceipreinasofia@educaib.eu","","http://cprsofia.com","CONSELLERIA D'EDUCACIÓ","Q0768174E","S'HORTA","FELANITX","C/ RECTORIA, 21","07669","MALLORCA","971837188"
"07000935","CEIP","ROBERT GRAVES","ceiprobertgraves@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718111H","DEIÀ","DEIÀ","C/ CAMÍ DES VINYET, S/N","07179","MALLORCA","971639489"
"07000388","CEIP","ROBINES","ceiprobines@educaib.eu","","http://sites.google.com/site/cprobines","CONSELLERIA D'EDUCACIÓ","S0718016I","BINISSALEM","BINISSALEM","CAMÍ DE S'AIGUA, 38","07350","MALLORCA","971512102"
"07005532","CEIP","RODAMILANS","ceiprodamilans@educaib.eu","ceiprodamilans@gmail.com","http://ceiprodamilans.com","CONSELLERIA D'EDUCACIÓ","S0718029B","SINEU","SINEU","C/ DE LES CORTS, núm. 23","07510","MALLORCA","971520226"
"07006524","CEIP","ROSA DELS VENTS","ceiprosadelsvents@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0768075D","COLÒNIA DE SANT PERE","ARTÀ","C/ VENT DEL NORD, S/N","07579","MALLORCA","971589242"
"07004114","CEIP","S ARANJASSA","ceipsaranjassa@educaib.eu","","http://www.ceipsaranjassa.blogspot.com","CONSELLERIA D'EDUCACIÓ","S0718164G","S'ARANJASSA","PALMA","CTRA. MILITAR, S/N","07199","MALLORCA","971742853"
"07006354","CEIP","S AUBA","ceipsauba@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0768250C","CALA RAJADA","CAPDEPERA","AV. FLOREAL , 37","07590","MALLORCA","971564275"
"07008752","CEIP","S HORT DES FASSERS","ceipshortdesfassers@educaib.eu","","http://www.fassers.com","CONSELLERIA D'EDUCACIÓ","S0700031H","ALCÚDIA","ALCÚDIA","C/ ECLIPSE, S/N","07400","MALLORCA","971897375"
"07007723","CEIP","S OLIVAR","ceipsolivar@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","Q0768248G","MOSCARI","SELVA","C/ ALFONSO XIII, 10","07314","MALLORCA","971875158"
"07013048","CEIP","S OLIVERA","ceipsolivera@educaib.eu","","http://cpsolivera.com","CONSELLERIA D'EDUCACIÓ","S0700052D","PUIG D'EN VALLS","SANTA EULÀRIA DES RIU","FINCA S'OLIVERA, S/N","07813","EIVISSA","971190547"
"07006366","CEIP","SA BLANCA DONA","ceipsablancadona@educaib.eu","","http://www.ceipsablancadona.es","CONSELLERIA D'EDUCACIÓ","S0718144I","EIVISSA","EIVISSA","CTRA. DE SANT ANTONI, KM 1,2","07800","EIVISSA","971314668"
"07001307","CEIP","SA BODEGA","ceipsabodega@educaib.eu","","http://www.ceipsabodega.es","CONSELLERIA D'EDUCACIÓ","S0718105J","EIVISSA","EIVISSA","C/ JOSEP RIQUER LLOBET, NÚM.13","07800","EIVISSA","971301996"
"07006551","CEIP","SA CASA BLANCA","ceipsacasablanca@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","Q0768034A","SA CASA BLANCA","PALMA","PLAÇA MOLINS DE VENT, 6","07199","MALLORCA","971427269"
"07014156","CEIP","SA GARRIGA","ceipsagarriga@educaib.eu","ceipsagarriga@gmail.com","http://c07014156.eduwebs.caib.es","CONSELLERIA D'EDUCACIÓ","Q0700648I","SANT LLUIS","SANT LLUÍS","C/ TERESA PONS CARDONA, S/N","07710","MENORCA","971151993"
"07001824","CEIP","SA GRADUADA _MAÓ","ceipsagraduada.mao@educaib.eu","","https://sites.google.com/site/sagraduada/home","CONSELLERIA D'EDUCACIÓ","S0718064I","MAÓ","MAÓ","AV. JOSEP MARIA QUADRADO, 12","07703","MENORCA","971360430"
"07004576","CEIP","SA GRADUADA _SA POBLA","ceipsagraduada.sapobla@educaib.eu","","http://www.sagraduadasapobla.com","CONSELLERIA D'EDUCACIÓ","S0718014D","SA POBLA","SA POBLA","C/ FADRINS, S/N","07420","MALLORCA","971540148"
"07001277","CEIP","SA GRADUADA_EIVISSA","ceipsagraduada.eivissa@educaib.eu","","http://www.ceipsagraduada.cat","CONSELLERIA D'EDUCACIÓ","S0718192H","EIVISSA","EIVISSA","AV. ABEL MATUTES JUAN, 1","07800","EIVISSA","971194484"
